user_uid,first_unlocked_chimera
7452976c-7708-4e6a-928c-9220f6b468e8,Lightning
33cf34f8-48f1-4b54-950d-f820b7d1ec1a,Natural
46440bfe-3429-4dec-b640-4dcff3fbde97,Flaming
b5583d9b-23d7-46ba-aa2b-f1abc602d914,Lightning
e6121e17-e5da-47d5-b1de-161b1610d893,Flaming
0c7fa9a5-7c56-4828-bf03-86958988c7bb,Lightning
5bed52fb-166b-41f7-a698-e12d71753ffc,Lightning
232e14fc-3071-4bf2-a369-6b8b72603458,Natural
84160c2c-fe66-46d8-b552-905488d14eaf,Flaming
24ead331-5699-4f5f-a29f-3460941d17b4,Natural
a1b4ca29-61b9-4f93-8e2d-ec9663a67da8,Natural
8d0f2713-7ac3-495c-9595-5fe309b4c1d0,Lightning
2b98477d-2d63-4d05-b7f5-cfa4913dfd01,Flaming
8b825ffe-c4ed-4b64-8f8d-20f991e38018,Lightning
5df8f1d2-12d1-4ae6-b359-732ec854e0f2,Aquatic
11e2b4c0-d6c1-4b18-bfb5-091bcf4eca4f,Flaming
4c4bf89f-b85e-49fe-bd09-9c497e2de704,Aquatic
20d96f27-eb0a-4b50-a735-60c6f6213f77,Natural
84b39238-7587-4a7f-831a-a699664bcbe9,Flaming
ba30c396-d62d-4040-8fa9-176a613e1cb2,Natural
87c1bcc5-9ec3-4f1e-ae67-76c5af17d665,Lightning
d5c9515d-832c-4ab2-931f-7f9b00186715,Flaming
e0021dc1-ca66-4ede-bde3-59aa5af83624,Aquatic
7cd1d3ad-35a2-43ae-b1c8-a9c52ba6faba,Natural
807efcd7-2a0e-4444-a36f-07473c69dd3b,Flaming
0f52b73a-1add-4cc1-9e3c-ee96a95dc138,Aquatic
e578722a-e8c8-4943-9551-5299b0d459b9,Lightning
7c18e553-7348-40a6-9fa8-eb44cc84329e,Flaming
571981b9-f5f9-45e1-8248-6294b7895d38,Aquatic
0c19d96c-21e4-4d9a-a96b-4043cb9be903,Aquatic
8c9527b8-87be-4945-945a-869982514f34,Flaming
6c7535e7-2c99-45db-8d42-500bbfbdfdde,Flaming
2d6e3a0b-1c6d-4bcf-9f75-c8c1e6321144,Flaming
af455d5b-fd0c-46ac-9e5f-40797078b8e9,Fairy
6ec06113-2439-4b80-94d4-0275850b5d94,Lightning
d10a53d4-60ba-4243-87a4-671883828ce4,Flaming
1908f5ef-495d-4e51-bee2-604404ec711e,Natural
f8be3237-244e-4c18-bb9d-129e9dd6685c,Fairy
b2c7f2b6-bedd-49a3-884a-d97bd4a28cb0,Fairy
3b556b13-c8d6-4088-aaf5-ba4a60ec98b4,Aquatic
403e8e63-abbd-43c3-be7e-494733c1225d,Natural
67c099a9-a9fa-4bae-bfc4-184293fdc894,Lightning
2b902dd9-8efc-4250-a2fd-fb1aa68fafff,Lightning
4512292b-c362-43f0-a18e-42854cf7b2d7,Natural
0cfc3a16-04ed-4ea4-9f52-cd73d3f85ba7,Fairy
cf808ee2-1832-4f31-ae5a-5ab7395b59ce,Natural
90705917-cd73-42f0-ad80-563c7212f8b9,Aquatic
9e892ded-03f4-4cf3-a3f0-d98889eafcc8,Natural
0fc14601-078e-4b52-afe0-dcd4e578bdd5,Aquatic
e1233f65-b676-4ae5-8923-35848e3f1cd5,Flaming
0a408fcd-de20-441a-aadc-c1d663315eba,Lightning
aec4b700-b04a-4fff-be06-a8ad6304c946,Fairy
fdc3a3df-9605-4ec7-b92f-fa4c67019eae,Natural
175768d6-4950-4fd5-b2c3-55ac3c6aadb9,Fairy
d30c88f8-6d95-4845-b43c-16b5884d097d,Aquatic
65cbff75-f65b-4c06-87cb-f46bd16ee85a,Fairy
b2a299b3-585c-4880-b5f1-6c20f93cb774,Lightning
e2d976a7-936d-451a-afee-a0505a8fa6d5,Fairy
bc6d8d54-dfc1-4943-8135-84511bb7b79a,Fairy
6c57b6d4-9865-4912-b2e5-2194276fa3f0,Lightning
92c09ee6-c162-414e-ad95-ea1652ebc567,Lightning
9f33a906-b618-43fd-9d9c-31743653a379,Aquatic
c0814929-43e8-465d-bb28-2c42c2de9de9,Lightning
23fe462d-2210-471a-9cc8-91d7fdcab4d8,Flaming
23261407-37d9-4c96-bfd1-58176b378e7f,Flaming
759f31e6-ba91-4850-b680-fed11cebd155,Flaming
dfc72011-ce7e-4dee-bedb-c438836ef8bc,Flaming
67880b3c-52e5-44ac-8618-f8a318c0c8de,Lightning
9fb15446-68bc-4285-b278-543dfeb8fecb,Flaming
9108057a-f976-4c5a-90fa-7f36f76bf76a,Aquatic
6f525040-a27e-458c-99cc-17946a93bce2,Natural
ee35110e-11f8-4a22-8500-08346e8f93ea,Aquatic
85614ded-91d0-4682-b744-c837be878841,Flaming
c901c1c1-ee3a-4efb-9a44-ecea6a11313e,Flaming
074ea42e-d3eb-4008-98f9-591f1ef0761a,Fairy
e6a0003e-5f68-4455-8ed6-d97cc007207d,Lightning
de5da517-e017-4aa6-a58b-8a29d5d4c9ef,Flaming
907caa47-3af1-42c7-ba73-b316ad460e10,Aquatic
02260fa3-ce5b-4cd4-adb7-3b6024b6a437,Flaming
c582c81e-f0b5-4474-ada4-4c84e4aebb38,Flaming
bd34263a-a620-4a78-8806-7c9fcbaa5622,Lightning
47721bc8-b3c9-4ad1-90d9-63c76be0dd35,Flaming
97707ed2-a279-4461-9770-43f11400d62e,Flaming
409915a6-8134-4e69-b337-00e254c0c060,Flaming
b76fa2b9-9a18-4671-96e5-10566f76d1e9,Fairy
90743a5e-8335-4964-96e6-13ddbfa24290,Flaming
6c4b96b7-632f-4ce2-98c0-e860cebd8a67,Flaming
b7afe5e3-e370-43f7-a364-5685bdedc218,Fairy
c51361ff-ccfe-40e5-b47c-34749713210c,Aquatic
d0622ad8-276f-4da2-905a-09976f03e413,Fairy
96d3e64b-60d7-4934-8f64-8533b554099b,Flaming
c08e8d34-d6fc-426c-91d4-799c831ce5b3,Flaming
a96b51c4-404a-494b-8ab4-1c6725097841,Lightning
d62c612d-6a10-4c2a-9497-184b2d5799fb,Natural
bdcaca22-ad87-4344-a609-1f9a3a63f2e8,Flaming
50ead3d8-aca0-405c-ab6e-43b8899e8f5d,Natural
66bd3294-bc19-41cf-ac5e-794888599437,Natural
3b37c193-5d87-4930-b6f4-e2411d677154,Flaming
ac392bd2-43ff-43aa-8a2a-9384906df4b0,Aquatic
f81beef0-0612-4454-893c-4d426df3a532,Flaming
24ab6737-61a2-449d-b718-5cc38df2738f,Lightning
c6298434-09e0-4a93-944d-e694d751c85c,Flaming
4708add9-50b0-421d-80e9-cc77ac64599c,Lightning
cf224fa6-e7c3-4df1-ac8b-bc11eb95856d,Flaming
5e935353-919b-4f0e-ae4f-e05d761e3db3,Flaming
d15cff48-e62a-4e86-8bdf-ed9862dddb99,Flaming
ec1ed28b-9341-427f-aebe-5a5e0169153d,Fairy
23b43db5-c84e-4a49-980b-90f9e327a2c8,Aquatic
58320e9e-78c0-431b-98b2-fc88d3009029,Natural
4c33af69-b12a-4f16-bc81-45858176df27,Lightning
00590082-9f45-4c36-9e42-ac7b8ba07837,Flaming
ca6aa20e-954d-4f45-a11c-ec800db765d3,Flaming
1938d8af-f908-4fce-b1a1-87fb38c2d29a,Fairy
34452e4b-dc57-4167-9b40-51b959e82659,Aquatic
429cd308-ca7c-4d43-a918-0df4709293f1,Flaming
d61484d8-fae4-4d60-9ac4-aba061de12e8,Flaming
63ba9ec7-707c-483b-88f0-3c4f7ea2146d,Natural
d1f4a17a-af66-4d5b-be01-7ec2a432f511,Lightning
a580bd44-d398-47c2-8a06-3a5bc0877f21,Natural
ab844a5d-5d3b-48cd-bb5c-c3551b839749,Flaming
92c5c539-d9fb-443c-b574-51799900a7c6,Flaming
a52bd0f2-8cab-4bd5-9793-4639d39a54aa,Flaming
5d387a13-6f3f-47d7-a309-af25a1b59fc7,Fairy
d8e5e4f8-d55f-451a-a50d-0b5d0c23df54,Flaming
a31bab65-3bc0-429d-95c2-731cc19b8c80,Flaming
40aaa57a-9ce3-4535-809e-1be11410bb28,Lightning
562e81fd-0c1b-4ef2-a053-319a33e76982,Natural
4ba49971-9229-4450-ab38-24e5c6e916d1,Fairy
d200c3b4-1b22-475c-b9dd-ffd5c173394c,Lightning
4f1f9ec8-7593-4b3c-8302-44ed30c1afd6,Fairy
8e1a3c69-a425-47c1-8798-f106dc59877b,Fairy
71be2afc-df49-4552-9f40-4cbc3ff194f3,Natural
225da095-9f3b-4526-9546-06483b2ba2d6,Aquatic
20644f0f-5889-491f-8f79-e8d6a09b0547,Flaming
b1b18614-a28b-4bce-aa15-e82ef8675cb9,Lightning
a1919036-d505-4cce-86f1-2452a5a30a1e,Lightning
182d7492-8fc3-4aa8-a9d7-4958daeef782,Fairy
414bbcc8-fa59-4a74-b705-fcd5a7ad223c,Lightning
dba634ad-540b-4793-87f2-ca340358bdf9,Aquatic
2b9dbbd6-bf80-4cb6-a639-780a81e38114,Aquatic
3e013da0-0067-45c7-b65c-568085d3ae7c,Aquatic
05335aa8-605c-4064-bb1a-509719c399e6,Natural
c70f3b1b-ff9f-41ee-8c86-d56478027ba4,Lightning
b4c919ec-26a7-4f52-b394-bfd09c11e27f,Fairy
d2674f97-f6a6-4d9f-a690-463bc24e2cb7,Natural
b38cc895-862a-485b-bd72-9c4cf8a508ad,Aquatic
7f284040-2f93-4941-8989-f6f83311c838,Flaming
4d2c8ea6-d2a6-4ca9-8243-8ca38a07cda3,Natural
ffe76a21-ea24-4be4-97a4-8debb1b42560,Natural
431a193b-c825-4f3d-8854-427e783c091e,Aquatic
41a083a8-9f1d-4bd1-aeda-96c80ad1a030,Flaming
77469c4c-379b-490e-ada1-48ade368168a,Flaming
9d5db22e-d4f0-432b-9a41-cbaffd3c07d0,Fairy
9175cbbe-5433-4d73-8169-05b833632ed2,Natural
f0d282af-8815-4815-9689-94ddd1bc6c9e,Natural
f40c90c7-0065-4feb-b5b4-ff6c203b24ff,Flaming
8f9043cd-e32a-49ec-afcd-0003c74e1a57,Natural
736e8f1e-16b2-4d05-963b-4a5dac0d331d,Fairy
0b9b1d5a-3294-47fb-9a10-e11fea73f471,Lightning
c3d4f8c4-465b-47e4-8cad-717bccf1a293,Flaming
6c11ad6a-0172-43c2-aac1-71f48cfb7e40,Natural
6da34186-df66-4e0e-898e-90fa65624080,Aquatic
a095fdb0-a697-4ed0-9bbc-727ca3a43b20,Aquatic
9d622161-a615-405a-8950-8f7aed6f8478,Lightning
2550e96e-ee79-4397-8cf8-b75d573b9c99,Aquatic
9fc55a86-292d-4156-a90a-c8074284d359,Flaming
5c0b47a2-7fd6-41d1-b077-a2c95e6e82c7,Lightning
c83e8fc6-f9d9-40b3-8ffc-b9f37bb82ce0,Natural
a4abbfdd-e55a-4993-be25-6a324f0abd80,Natural
04fc3876-3aed-4e2f-b1b8-77f5598dcb23,Aquatic
6c90e315-1ea3-49f0-b079-9ff76195800a,Fairy
615d7d66-2a24-4513-aeee-5e7b35cefc8f,Aquatic
dd3a251f-0950-415b-941d-e45c8e1ab744,Lightning
ad778337-b340-4f83-ac17-160b59718c0d,Flaming
51f3b379-92bb-43c8-84a1-e85d81f2a3e0,Aquatic
bc4c316f-0a73-4325-828d-4b9062352e88,Flaming
b0cf612c-2d4a-4f6a-8fc4-701ea596f21f,Natural
c0f39af8-2644-40ba-b81e-fe089d9349a5,Lightning
d9d4856f-8f0c-412f-ba4c-2a414755a985,Flaming
9b4d0f30-996b-4038-bf47-de38bd95207d,Flaming
1e97c421-aeee-4541-9396-d881aabf5836,Natural
c36768f1-90c1-42fa-a1a0-279c97d61b64,Natural
4864ff95-55c5-4784-9e46-5dc35299d77b,Fairy
acd17454-9efb-439a-bd1b-323db1829c0c,Aquatic
23d43ee1-a641-44c6-ad6d-bdd767e27156,Fairy
5e5a2504-f9c1-44ed-865c-707dedcb8ed8,Fairy
1fd1fd1c-ea1d-4976-b8de-04599527f9d4,Lightning
3ce42f8b-5a88-411e-bd3d-b8cd302f900e,Natural
6b2100ce-b705-4476-875c-15174bd3d273,Flaming
e51a36a4-6fe3-433f-9ec1-570a0886aa9f,Natural
ce5b66ca-bf1a-4fa2-b2fa-169e9f17986c,Natural
5e2d54f3-0d1d-4179-bb8c-138c9989ffad,Lightning
26cf8d75-6692-413a-8afa-15080f03ce20,Fairy
85671199-0165-4835-8f82-dd40b66bb6e8,Fairy
be4d5940-e59a-4256-a9d1-e97b7c3e35d0,Lightning
0d4d3cc4-7405-4987-a6c3-662ae5a6f850,Flaming
23e498ac-c43d-409d-b6e2-3fc9e1623544,Aquatic
2e9d92e6-7a84-440b-9919-b333cb59c887,Flaming
1ada301f-3988-4074-b27b-b1a2f0d7a064,Flaming
8da832b1-1b9d-45ea-ac6c-2056dda62c0e,Flaming
dd273b6c-e7d5-47f2-a5bd-39b1b4943108,Aquatic
6bcd2d4c-d397-4116-9b76-45139554ad63,Lightning
a679cbd1-b953-4eeb-904f-25f4119693a0,Flaming
c8ed53c0-e7cd-4965-a95a-da3a6835aea0,Aquatic
3070dcb2-ae41-48b0-a335-dd10f2c73191,Fairy
aaec7386-31df-46b1-9b42-ef6c7e28229d,Flaming
8481d954-12ad-4e70-b031-8f01c0b3ca22,Flaming
87384ca7-4441-42e0-9878-4f0a2571cd0d,Fairy
504b546d-3112-44dc-8598-fc31f09527fc,Aquatic
34baae7a-6078-4aa2-a1e9-84ebe70a726e,Natural
f5bb0313-0c7b-4a68-84ce-2e4ecbfb84c5,Natural
7883d8e0-25ba-44e0-af5b-a6c27c6bf4d3,Natural
72ce199b-e2a4-451f-bea8-834141ad19ca,Lightning
ac09725a-4519-4e00-8339-ed1c6b240064,Flaming
0cd420cd-edd7-492a-83a4-219644fea944,Aquatic
895ee813-c2d4-4b96-91a1-bf4e66c32630,Fairy
9edc83e4-30a1-4924-b6fe-0afe618b311a,Lightning
79e578f9-d5db-45cf-9a09-c67ff26254e1,Flaming
aea10586-a17d-4d91-b5f7-22423e25cb87,Flaming
ba42e352-11b2-4e60-96c2-f7acbfc6b845,Natural
0e22f963-260b-4641-8e72-a90efbdb61d1,Natural
0ba24841-2389-4756-93d2-1fc14479b783,Fairy
8984e154-df23-4435-9c13-2988d2022aef,Lightning
ae0c2b2c-1d09-4bdb-a541-94347589f700,Natural
f58498cf-9607-425c-aee5-a7c307406aa1,Lightning
52870c80-0c7e-4709-9b9c-377319513d1f,Flaming
b7b4d84e-6431-47b0-b136-53d15c1ea5cc,Lightning
e824a466-282e-4314-979e-99a7f522bfcd,Aquatic
0a766767-c1b0-41c5-a9e7-802f0fbdeb0e,Natural
b8d04c52-5ec0-4c07-a92f-6ec662aaf964,Aquatic
ff767c6d-4993-4b15-93c3-12086f84cbfa,Flaming
29abdb3d-1ea2-4126-877b-3ecca0ac664d,Aquatic
379fcbed-f924-491c-a5e1-67c48b87d870,Flaming
a4f32b91-98dc-4a0c-9a49-b74bc2c67a97,Aquatic
564cb523-3acd-48b0-93eb-8ee27ad4f95f,Fairy
5f9440bb-d26c-4ddf-9591-95f419a847fb,Natural
038c2ea2-0575-41f2-99dc-53a495a4e4fe,Aquatic
b946251c-deda-4932-91bc-ca05e0f3efde,Natural
d1eee940-1d1d-4ec2-9d92-b9edd7d7b0a0,Lightning
f3c943c0-e72b-435c-ad86-536a764d066a,Flaming
f6efb1e9-8c4e-4b07-8a82-6b135955a107,Natural
55988fea-2ca7-4ce2-a2dd-38f063a3db8d,Natural
35f4d32c-b818-4a51-80a5-5b55322f293b,Natural
4f5e5e74-434a-4031-84f0-69067f80530a,Natural
8b4222f8-f8e6-491f-ade7-f5f257c748be,Lightning
471405cd-4e56-4da0-91b1-339b4cbd1282,Fairy
a806b6a2-3e0a-4812-b64c-f132320176ed,Natural
5c8cfdd5-be68-457f-9ef3-8a86531f45d7,Aquatic
15498c42-568e-4a99-bc2e-196845271d18,Natural
405676df-37f1-4d0f-9b7d-09505db9322c,Lightning
99a75c9b-c9aa-4304-afe1-326f7a06f5eb,Flaming
4443c442-fdf5-42c0-9194-0ae00b987ff4,Natural
76caf1f4-4fd2-49c9-9b6e-78692010457e,Aquatic
c6a10d39-7513-4a2e-9d9f-06ad10dbd4c5,Lightning
a71d2ccd-3964-44c3-96bf-e102dc8a8570,Natural
cfdeea75-a10d-489d-adee-7d6d22259038,Lightning
dcb105f8-dd0a-40f5-b8d1-f36e33d4fad3,Fairy
ecc8a2c1-0fb1-4ddd-aedf-90f4f92cc07f,Flaming
11bbd0c1-d94a-4e69-b8d7-3a56ddcfefb1,Flaming
cda741ee-9aee-4b37-94c9-aa49c33452e8,Flaming
6830b29a-b677-42fd-8d4e-fe7468641415,Aquatic
491ecfd6-2bd5-4ed9-a1d4-9bd4eb116680,Natural
7d87746e-6136-4e5a-b47e-258925e813d8,Natural
132153a0-1979-4534-a8cf-d557521ac320,Natural
8ade9787-314b-49f6-8981-63f918cb03cd,Lightning
b4a6231c-fc59-40ee-9498-2c3a684cf801,Aquatic
ec1cfffa-2033-445b-9775-51061bd6f575,Flaming
d818d242-3cfd-468b-8238-8bed1c6571ed,Natural
89d62e14-bc1f-4932-8382-3f905defd387,Lightning
7f41f5fd-24f2-425d-9953-241f75de7ede,Natural
8d15e3cc-59f4-485c-9782-a30c77ae9d66,Natural
200f7456-9a89-4386-93fd-d11b5760bddb,Fairy
fef6ce10-638f-4520-a3eb-732218875c6f,Aquatic
48bd0f00-3063-4b66-87bd-35bf350938f0,Flaming
9598d15e-0203-41d4-bce9-6eee88ceb8c8,Lightning
970980fa-71f7-4259-add1-047b1229acde,Aquatic
a5564087-070c-48c8-8a4a-8cbf71bb9c0f,Fairy
f8e16e2d-c956-417c-a140-dfd0eab9f170,Flaming
9e0ea44a-7283-49b0-a4d8-cf5f735c6fe6,Fairy
dfc069d6-b612-4b0a-9f11-faafbf1d7e1f,Natural
641bf379-5366-4c97-857b-5e33631963da,Natural
f3fc9146-2986-4582-82b1-9ded446e9ae0,Natural
61f0cbcb-a38b-4446-935d-4f0dd08fdfd0,Flaming
da8fa166-bc38-479e-80eb-196235f760a3,Flaming
6454b15e-8ae5-4036-9aee-d12fcb341afa,Flaming
920c3671-8c4e-48bc-9858-2fa10caef8a8,Fairy
e3105f8f-a7a9-4b14-983d-325c03cd8cf8,Flaming
9b871b3f-5c5b-4d12-bba6-03b9fd61102f,Aquatic
e9845b24-0149-43d1-9325-15d24d1ea93a,Aquatic
f1990364-b44c-42c3-a913-3294a18dda6b,Flaming
8645ccd0-c977-42c8-a25d-1c6ec3a69466,Natural
25ce3efa-3b05-439a-aaa2-6edb97609189,Lightning
10c5ab0e-8f3a-4c69-adb1-d2d95ec6b190,Natural
1de1f4f8-1fa8-486a-9eb2-aa6c07a66dd9,Flaming
6648615c-e0ae-4d67-aa77-58548aa74701,Natural
90417329-167e-4a46-954a-0507513e338e,Flaming
ba4f28c9-f603-4eca-a92d-55d0b3ff4478,Aquatic
19513ce2-e6ed-4bfd-8207-511713bad731,Natural
0deaf1a5-5e28-46d1-b0e6-e97d8fe4664e,Flaming
90e06865-c9df-4d84-85b3-3b2cda369f96,Fairy
69e1cf19-c128-4494-88d1-8d9070050b55,Flaming
d4f8d3d2-6c08-420b-827a-063b16ae527d,Natural
bd575937-a5c8-41ae-be1a-8239c452e3ef,Natural
c31e7ced-1fe1-4778-98bb-836f14526dcc,Lightning
bfe7f7b1-3160-4f2f-84af-51ae7d3496a3,Flaming
61690ef4-618d-46d0-8de1-4954e083f44a,Flaming
fb2bc075-e183-40c6-b09e-7074cde177b0,Natural
89bc6d9d-bed3-46b9-b9b3-a0e5ac89c4b6,Aquatic
b2e5704b-5782-41d2-b270-a31a3b68f901,Lightning
b43d88c6-63b0-4adb-bc14-e5b329cfb7fd,Flaming
672c7f85-ab56-4d8d-a822-f0730ed224e0,Fairy
0111f85c-13e2-4ff8-ba58-e412f02d4b2e,Fairy
fe18ee57-f06e-4044-9a02-0938100c59da,Aquatic
04172454-98e2-4002-8455-d89039713545,Natural
2349c66a-4a49-4cde-a91e-0aed1cf40864,Fairy
5bd7a778-fbce-4114-86cc-e8ef221d7312,Lightning
391e7c99-fb81-4c87-971f-cb509565ca70,Fairy
84d3ce58-28b9-462f-ba7d-53444502285a,Lightning
f1f27c1f-e251-4e64-9e6a-53fd56587289,Natural
592cc69c-6c32-46d8-a6d4-c0a45219d504,Natural
002f7b4f-3487-4659-a661-a3dd15df03ba,Natural
3c035f12-7614-4a39-aab6-9dbcc0aff1d8,Lightning
5332acb7-11eb-4ccc-a485-db23b08d34d0,Lightning
e5988fb7-5511-4b7a-85c2-f2fd35699acd,Flaming
cfc633b0-70cd-4ca7-83f5-82a34c4eb309,Lightning
9963095c-3333-4b2c-9f65-f63527336c25,Lightning
904b0186-6307-4cbb-a5e8-4aaa01699680,Flaming
f747ef41-4140-40cd-a303-8d695523cc46,Lightning
b36028b0-3454-455e-9827-696dbca0f0dc,Flaming
07013153-0142-40e0-8d50-d1e173bdd7a7,Flaming
4febf7cb-b735-4797-8cf7-b46a3916d72a,Flaming
b9d1d0d5-5ff6-4e7f-b325-e5b8560439f4,Flaming
373f103c-4c1a-457f-91d1-d463b5689c4f,Aquatic
bad0d5d6-1880-467b-987a-fe48d8c6f414,Natural
780f9f53-2712-4085-ae14-3aef90a2c160,Natural
